efta_number,dataset,classification,sensitivity,justification,removed_lines,added_lines,is_interesting,llm_reasoning
EFTA02688023,11,OTHER,LOW,JUSTIFIED_PII,5,5,1,"The removed text appears to be personal travel information, which is a common reason for redaction."
EFTA02688115,11,OTHER,LOW,JUSTIFIED_PII,3,2,1,"The removal of email addresses and the addition of a new subject line with an individual's name (Irina) suggests a routine modification to protect personal information, likely email addresses."
EFTA02688571,11,OTHER,LOW,JUSTIFIED_PII,2,3,1,"The removed text appears to be personal, informal messages between individuals, likely containing PII such as names or contact information."
EFTA02689547,11,OTHER,LOW,JUSTIFIED_PII,3,2,1,"The removal of an email address appears to be a routine PII redaction, protecting the sender's privacy."
EFTA02690316,11,OTHER,LOW,JUSTIFIED_PII,2,3,1,"The removed text appears to contain personal details about an individual's travel plans and family events, which could be considered private information."
EFTA02694476,11,OTHER,LOW,JUSTIFIED_PII,4,3,1,"The removal of personal contact information (phone numbers and names) is likely justified to protect individual privacy."
EFTA02694482,11,OTHER,LOW,JUSTIFIED_PII,5,4,1,"The removal of the sender's email address and addition of the date in a different format appears to be a routine modification for formatting consistency, rather than an attempt to obscure information."
EFTA02694557,11,OTHER,LOW,JUSTIFIED_PII,3,3,1,"The removal of specific names and email addresses appears to be a routine PII redaction, protecting individual privacy."
EFTA02694562,11,OTHER,LOW,JUSTIFIED_PII,4,5,1,"The removal and addition of names appear to be minor corrections, likely due to PII protection (Olga's name), rather than an attempt to obscure investigative connections."
EFTA02694853,11,OTHER,LOW,JUSTIFIED_PII,10,9,1,"The removed text appears to be personal emails between individuals, likely containing PII such as phone numbers and email addresses, which were redacted for privacy protection."
EFTA02694950,11,OTHER,LOW,JUSTIFIED_PII,8,8,1,"The removed text appears to be a plist XML snippet, likely an Apple device backup file metadata, which is not sensitive information and was probably removed due to formatting or data consistency issues."
EFTA02695764,11,OTHER,LOW,JUSTIFIED_PII,6,6,1,"The removed text appears to be a plist (Property List) XML snippet, likely containing personal data such as email addresses or contact information, which is being redacted for privacy reasons."
EFTA02696448,11,OTHER,LOW,JUSTIFIED_PII,3,4,1,"The removed text appears to be a personal email exchange with no apparent connection to the Epstein case, and the added text is likely a redaction attempt to protect PII (email addresses)"
EFTA00004898,3,OTHER,LOW,JUSTIFIED_PII,172,158,1,"The removed text appears to be image file names and metadata, which is likely a routine removal of sensitive information from the document."
EFTA00009985,8,OTHER,LOW,JUSTIFIED_PII,7,6,1,"The removed text appears to be a generic email instruction for handling sensitive documents, and the added text is a corrected link to the company's privacy policy."
EFTA00025091,8,OTHER,LOW,JUSTIFIED_PII,2,5,1,"The removed text appears to be a minor redaction of personal information, specifically dates and names, which is likely justified for privacy protection."
EFTA00029574,8,OTHER,LOW,JUSTIFIED_PII,7,9,1,"The removed text appears to be a personal email with metadata and links, which is likely being redacted for privacy reasons."
EFTA00038416,8,OTHER,LOW,JUSTIFIED_PII,18,16,1,"The removed text appears to be a phishing attempt, and the added text is a duplicate of the original with minor typos, suggesting that the removal was done to protect against potential security threats."
EFTA00039023,8,OTHER,LOW,JUSTIFIED_PII,6,6,1,"The removed text appears to be minor formatting and spelling corrections, likely done for consistency or readability purposes."
EFTA00040552,9,OTHER,LOW,JUSTIFIED_PII,4,4,1,"The removal and addition of images appear to be minor formatting changes, likely intended to correct image references or update logos."
EFTA00058522,9,OTHER,LOW,JUSTIFIED_PII,92,102,1,"The removed text appears to be a transcript of an interview, likely with a corrections officer, discussing inmate counts and cell assignments, which does not contain sensitive information."
EFTA00059392,9,OTHER,LOW,JUSTIFIED_PII,6,6,1,"The removed text appears to be minor formatting and typographical errors, while the added text is a corrected version of the original content."
EFTA00059873,9,OTHER,LOW,JUSTIFIED_PII,8,10,1,"The removed text appears to be a mix of random characters, possibly OCR noise or formatting artifacts, and the added text seems to be minor corrections to formatting and layout."
EFTA00059940,9,OTHER,LOW,JUSTIFIED_PII,6,3,1,"The removed text appears to be Social Security numbers and dates of birth, which are likely redacted for privacy protection."
EFTA00059973,9,OTHER,LOW,JUSTIFIED_PII,150,148,1,"The removed text appears to be minor corrections and clarifications, likely made for clarity or consistency, without any indication of sensitive information removal."
EFTA00060278,9,OTHER,LOW,JUSTIFIED_PII,6,6,1,"The removed text appears to be minor formatting and grammatical corrections, likely done for clarity or consistency."
EFTA00060663,9,OTHER,LOW,JUSTIFIED_PII,7,5,1,"The removed text appears to be a minor formatting correction, replacing 'SHU' with 'SKI', which is likely an error in the original document."
EFTA00060671,9,OTHER,LOW,JUSTIFIED_PII,7,5,1,"The removed text appears to be a minor formatting correction, replacing 'SHU' with 'SKI', which is likely an error in the original document."
EFTA00060740,9,OTHER,LOW,JUSTIFIED_PII,5,5,1,"The removed text appears to be a formatting or coding change, and the added text is likely an updated version of the same information, suggesting a minor correction rather than an attempt to obscure investigative connections."
EFTA00060759,9,OTHER,LOW,JUSTIFIED_PII,3,2,1,"The removed text appears to be a typo correction, and the added text is a minor formatting change, suggesting an attempt to standardize document formatting rather than obscure investigative information."
EFTA00061049,9,OTHER,LOW,JUSTIFIED_PII,10,11,1,"The removed text appears to be minor formatting changes and typos, which is consistent with routine document editing."
EFTA00061335,9,OTHER,LOW,JUSTIFIED_PII,4,2,1,"The removal of a single character ('a') and the addition of a space appears to be minor formatting changes, likely intended to correct a typo or improve readability."
EFTA00061588,9,OTHER,LOW,JUSTIFIED_PII,5,0,1,"The removed text appears to be a redacted phone number and possibly a date, suggesting PII removal for privacy protection."
EFTA00062261,9,OTHER,LOW,JUSTIFIED_PII,7,5,1,"The removed text appears to be minor formatting changes and redundant information, while the added text is identical but with some minor formatting differences."
EFTA00063957,9,OTHER,LOW,JUSTIFIED_PII,9,1,1,"The removed text appears to be a series of numbers and formatting codes, likely related to document metadata or OCR processing, rather than sensitive information."
EFTA00063991,9,OTHER,LOW,JUSTIFIED_PII,4,4,1,"The removed text appears to be a minor formatting correction or OCR artifact, and the added text is likely an attempt to correct a rendering issue."
EFTA00064026,9,OTHER,LOW,JUSTIFIED_PII,7,0,1,"The removed text appears to be a redacted phone number and possibly other personal information, suggesting a justified PII removal."
EFTA00067381,9,OTHER,LOW,JUSTIFIED_PII,1,5,1,"The removed text appears to be a phone number, and the added text is likely an OCR re-rendering attempt to correct the formatting of the date."
EFTA00087812,9,OTHER,LOW,JUSTIFIED_PII,10,7,1,"The removed text appears to be device information (IMEI, serial number) and phone status, which is likely redacted for privacy reasons."
EFTA00087816,9,OTHER,LOW,JUSTIFIED_PII,3,4,1,"The removal appears to be a minor formatting correction or OCR artifact, as the content is related to SIM card information and not sensitive in nature."
EFTA00087817,9,OTHER,LOW,JUSTIFIED_PII,2,3,1,"The removed text appears to be a phone number (IMEI) and the added text is likely a redaction marker, indicating that the removal was done to protect privacy."
EFTA00087818,9,OTHER,LOW,JUSTIFIED_PII,4,3,1,"The removed text appears to be a minor formatting correction (changing a comma to a colon) and the added text is likely an OCR re-rendering of the original punctuation, indicating no deliberate attempt to alter content."
EFTA00087826,9,OTHER,LOW,JUSTIFIED_PII,6,5,1,"The removed text appears to be minor formatting and grammatical corrections, likely intended to maintain document clarity and readability."
EFTA00089845,9,OTHER,LOW,JUSTIFIED_PII,14,13,1,"The removed text appears to be minor formatting and metadata changes, likely due to OCR re-rendering or document processing errors."
EFTA00092688,9,OTHER,LOW,JUSTIFIED_PII,53,52,1,"The removal and addition of text appears to be a formatting correction, likely due to OCR re-rendering noise or minor document processing errors."
EFTA00100421,9,OTHER,LOW,JUSTIFIED_PII,4,2,1,"The removed text appears to be a redacted email address and name, likely protecting personal identifiable information (PII)."
EFTA00127390,9,OTHER,LOW,JUSTIFIED_PII,7,9,1,"The removed text appears to be a notice about transcription processing and fees, which is not sensitive information."
EFTA00153703,9,OTHER,LOW,JUSTIFIED_PII,4,5,1,"The removed text appears to be minor formatting and grammatical corrections, not sensitive information."
EFTA00153813,9,OTHER,LOW,JUSTIFIED_PII,15,14,1,"The removed text appears to be a personal email exchange between two individuals, likely discussing a case-related matter, and the removal is justified as it protects PII (names, email addresses)."
EFTA00155059,9,OTHER,LOW,JUSTIFIED_PII,26,25,1,"The removed text appears to be minor formatting changes and redundant language, likely due to a copy-paste error or OCR re-rendering noise."
EFTA00155476,9,OTHER,LOW,JUSTIFIED_PII,3,3,1,"The removed text appears to be a phone number and possibly a VPN identifier, which is likely redacted for privacy reasons."
EFTA00155633,9,OTHER,LOW,JUSTIFIED_PII,6,7,1,"The removed text appears to be attachments and dates, which are likely redacted for privacy reasons."
EFTA00158899,9,OTHER,LOW,JUSTIFIED_PII,7,5,1,"The removed text appears to be a page header and footer, likely containing metadata or formatting information, which is not sensitive in nature."
EFTA00173829,9,OTHER,LOW,JUSTIFIED_PII,3,3,1,"The removed text appears to be innocuous phrases that were likely part of a template or boilerplate, and the added text is identical, suggesting an attempt to maintain document formatting consistency."
EFTA00204932,9,OTHER,LOW,JUSTIFIED_PII,3,3,1,"The removed text appears to be minor formatting changes, specifically the replacement of 'i' with 'I' and removing a period in one instance, which is not sensitive information."
EFTA00215378,9,OTHER,LOW,JUSTIFIED_PII,3,3,1,"The removed text appears to be a redacted email address or recipient information, likely protecting personal identifiable information (PII)."
EFTA00239796,9,OTHER,LOW,JUSTIFIED_PII,4,2,1,"The removed text appears to be a case identifier and tracking numbers, which are likely PII redactions to protect sensitive information."
EFTA00239831,9,OTHER,LOW,JUSTIFIED_PII,3,3,1,"The removed and added text appears to be formatting changes related to National Intelligence Tasking Action (NATI) numbers, which are likely sensitive but not necessarily investigative or evidence-related."
EFTA00239838,9,OTHER,LOW,JUSTIFIED_PII,58,55,1,"The removed and added text appears to be formatting changes, specifically the replacement of '<OA' with '<0A', which is likely a minor OCR artifact correction."
EFTA00239845,9,OTHER,LOW,JUSTIFIED_PII,11,11,1,"The removed and added text appears to be formatting changes for a specific payment or transaction record, likely redacted to protect financial information."
EFTA00240009,9,OTHER,LOW,JUSTIFIED_PII,30,30,1,"The removed and added text appear to be sequential numbers (VUL143185) with formatting, suggesting a redaction of sensitive financial or transaction data, but the context is unclear."
EFTA00244666,9,OTHER,LOW,JUSTIFIED_PII,5,5,1,"The removed text appears to be a redacted name or initials, likely protecting individual privacy."
EFTA00244895,9,OTHER,LOW,JUSTIFIED_PII,0,5,1,"The removal of text appears to be a formatting correction, adding a comma after the word 'la' to correct punctuation."
EFTA00244900,9,OTHER,LOW,JUSTIFIED_PII,9,2,1,"The removed text appears to be a mix of numbers and letters, possibly representing a financial transaction or account information, which is likely being redacted for privacy reasons."
EFTA00244923,9,OTHER,LOW,JUSTIFIED_PII,0,9,1,"The removed text appears to be a series of nonsensical characters and symbols, likely an OCR artifact or formatting error rather than deliberate content removal."
EFTA00244924,9,OTHER,LOW,JUSTIFIED_PII,0,8,1,"The added text appears to be a redacted phone number, likely removed for privacy reasons."
EFTA00244927,9,OTHER,LOW,JUSTIFIED_PII,2,6,1,"The removed text appears to be a series of non-descript characters and formatting codes, suggesting a minor formatting or encoding change rather than deliberate content removal."
EFTA00244942,9,OTHER,LOW,JUSTIFIED_PII,6,1,1,"The removed text appears to be a redacted social security number, likely protected under PII removal guidelines."
EFTA00244944,9,OTHER,LOW,JUSTIFIED_PII,0,9,1,"The added text appears to be random characters and formatting, likely an OCR artifact or a glitch during document processing."
EFTA00244946,9,OTHER,LOW,JUSTIFIED_PII,27,6,1,"The removed text appears to be a mix of formatting characters and non-standard punctuation, likely an OCR artifact or a formatting error, rather than deliberate content removal."
EFTA00244948,9,OTHER,LOW,JUSTIFIED_PII,3,5,1,"The removed text appears to be a redacted social security number, and the added text is likely a placeholder or filler indicating where the sensitive information was removed."
EFTA00244951,9,OTHER,LOW,JUSTIFIED_PII,6,5,1,"The removed text appears to be a redacted phone number, likely protecting personal identifiable information (PII)."
EFTA00244955,9,OTHER,LOW,JUSTIFIED_PII,4,11,1,"The removed text appears to be a redacted social security number, and the added text is likely a placeholder or filler, indicating that the original content was obscured for privacy reasons."
EFTA00244958,9,OTHER,LOW,JUSTIFIED_PII,0,7,1,"The added text appears to be a jumbled mix of characters and symbols, likely an error or anomaly rather than intentional content."
EFTA00244960,9,OTHER,LOW,JUSTIFIED_PII,2,3,1,"The removal of a Social Security number (EFTA00244960) is justified as it protects genuine privacy."
EFTA00244961,9,OTHER,LOW,JUSTIFIED_PII,4,2,1,"The removed text appears to be a mix of non-standard formatting and possibly redacted information, while the added text is nonsensical and likely an OCR artifact or error."
EFTA00244968,9,OTHER,LOW,JUSTIFIED_PII,9,2,1,"The removed text appears to be a redacted social security number and other personal identifiable information, suggesting a justified removal for privacy protection."
EFTA00244987,9,OTHER,LOW,JUSTIFIED_PII,2,5,1,"The removed text appears to be a redaction of a Social Security number, which is a common and justified removal of personally identifiable information."
EFTA00244996,9,OTHER,LOW,JUSTIFIED_PII,25,32,1,"The removed text appears to be a mix of OCR noise and formatting characters, while the added text is likely a result of re-scanning or re-OCR'ing the document, which is a common process in document archiving."
EFTA00244998,9,OTHER,LOW,JUSTIFIED_PII,5,0,1,"The removed text appears to be a Social Security number and phone number, which is typical PII redaction."
EFTA00244999,9,OTHER,LOW,JUSTIFIED_PII,15,6,1,"The removed text appears to be a redacted or obscured section, likely containing personal identifiable information (PII), and the added text is a placeholder indicating removal of sensitive content."
EFTA00245002,9,OTHER,LOW,JUSTIFIED_PII,44,61,1,"The removed text appears to be a mix of names, addresses, and phone numbers, which are likely redacted to protect individual privacy."
EFTA00245005,9,OTHER,LOW,JUSTIFIED_PII,5,0,1,"The removed text appears to be a list of redacted personal identifiable information (PII), likely social security numbers or dates of birth, which is a common practice in document declassification."
EFTA00245017,9,OTHER,LOW,JUSTIFIED_PII,14,6,1,"The removed text appears to be a redacted or obscured section, likely containing personal identifiable information (PII), and the added text is blank space, indicating an attempt to remove sensitive content."
EFTA00245018,9,OTHER,LOW,JUSTIFIED_PII,5,0,1,"The removed text appears to be a redacted name or identifier, likely protecting individual privacy."
EFTA00245019,9,OTHER,LOW,JUSTIFIED_PII,5,0,1,"The removed text appears to be a redacted or obscured social security number, likely due to privacy concerns."
EFTA00245024,9,OTHER,LOW,JUSTIFIED_PII,7,6,1,"The removed text appears to be a redacted social security number, and the added text is likely a placeholder or filler character."
EFTA00245029,9,OTHER,LOW,JUSTIFIED_PII,5,3,1,"The removed text appears to be formatting and placeholder characters, likely from a document generation or OCR process."
EFTA00245030,9,OTHER,LOW,JUSTIFIED_PII,0,5,1,"The removed text appears to be formatting and layout changes, possibly related to OCR re-rendering or document conversion."
EFTA00245031,9,OTHER,LOW,JUSTIFIED_PII,5,0,1,"The removed text appears to be a redacted social security number, likely protecting individual privacy."
EFTA00245034,9,OTHER,LOW,JUSTIFIED_PII,2,13,1,"The removed text appears to be a redacted section, likely containing personal identifiable information (PII), and the added text is a placeholder indicating the removal of sensitive content."
EFTA00245037,9,OTHER,LOW,JUSTIFIED_PII,4,14,1,"The removed text appears to be a redacted social security number, and the added text is likely a placeholder or filler used during OCR re-rendering."
EFTA00245040,9,OTHER,LOW,JUSTIFIED_PII,1,5,1,"The removed text appears to be a formatting or page break character, and the added text is likely a result of OCR re-rendering, which does not appear to be deliberate."
EFTA00245045,9,OTHER,LOW,JUSTIFIED_PII,6,31,1,"The removed text appears to be a redacted social security number, likely protected for privacy reasons."
EFTA00245047,9,OTHER,LOW,JUSTIFIED_PII,1,25,1,"The removed text appears to be a mix of formatting and OCR noise, with no sensitive information visible."
EFTA00245268,9,OTHER,LOW,JUSTIFIED_PII,1,5,1,"The removed text appears to be a redacted or obscured section, likely containing personally identifiable information (PII), and the added text is random characters, suggesting an attempt to cover up sensitive content."
EFTA00245314,9,OTHER,LOW,JUSTIFIED_PII,3,2,1,"The removed text appears to be a redacted social security number, and the added text is likely a page break or formatting correction."
EFTA00245332,9,OTHER,LOW,JUSTIFIED_PII,5,2,1,"The removed text appears to be redacted social security numbers and other personally identifiable information, suggesting a justified removal for privacy protection."
EFTA00245335,9,OTHER,LOW,JUSTIFIED_PII,28,2,1,"The removed text appears to be formatting and OCR noise, while the added text is a simple phrase 'am I', suggesting minor editing for clarity or consistency."
EFTA00245337,9,OTHER,LOW,JUSTIFIED_PII,0,5,1,"The removal appears to be a formatting or OCR error, with added text that is likely a result of character recognition issues rather than deliberate modification."
EFTA00245453,9,OTHER,LOW,JUSTIFIED_PII,4,2,1,"The removed text appears to be a minor modification of personal names and file references, which is likely justified as protecting individual privacy."
EFTA00245495,9,OTHER,LOW,JUSTIFIED_PII,6,8,1,"The removal and addition of image file names appears to be a routine modification for formatting or metadata consistency, rather than an attempt to obscure investigative connections."
EFTA00245536,9,OTHER,LOW,JUSTIFIED_PII,3,3,1,"The removal of a photo ID number (DSCO2788) appears to be a routine PII redaction, protecting individual privacy."
EFTA00246005,9,OTHER,LOW,JUSTIFIED_PII,2,3,1,"The removed text appears to be a single character ('e') and the added text includes a comma, which suggests minor formatting or punctuation changes rather than deliberate content removal."
EFTA00246063,9,OTHER,LOW,JUSTIFIED_PII,9,1,1,"The removed text appears to be a mix of formatting characters and possibly a redacted name, suggesting PII removal."
EFTA00246103,9,OTHER,LOW,JUSTIFIED_PII,5,1,1,"The removed text appears to be a truncated social security number, and the added digit '9' is likely an attempt to correct or complete the SSN."
EFTA00246128,9,OTHER,LOW,JUSTIFIED_PII,1,4,1,"The removal appears to be a formatting correction, likely removing unnecessary whitespace or characters."
EFTA00246132,9,OTHER,LOW,JUSTIFIED_PII,5,4,1,"The removed text appears to be a redacted social security number, and the added text is likely a placeholder or a correction note."
EFTA00246194,9,OTHER,LOW,JUSTIFIED_PII,14,1,1,"The removed text appears to be a redacted social security number and possibly other personally identifiable information, suggesting a justified removal for privacy protection."
EFTA00246198,9,OTHER,LOW,JUSTIFIED_PII,10,4,1,"The removed text appears to be a redacted or obscured section, likely containing personal identifiable information (PII), and the added text is a placeholder indicating where the PII was removed."
EFTA00246252,9,OTHER,LOW,JUSTIFIED_PII,19,4,1,"The removed text appears to be a jumbled mix of characters and symbols, likely an OCR error or formatting issue, while the added text is also nonsensical, suggesting it's a result of document processing noise rather than intentional modification."
EFTA00246254,9,OTHER,LOW,JUSTIFIED_PII,15,1,1,"The removed text appears to be a redacted or obscured section, likely containing personal identifiable information (PII), and the added text is a page number, indicating a routine modification for document integrity."
EFTA00246262,9,OTHER,LOW,JUSTIFIED_PII,3,2,1,"The removed text appears to be a redacted social security number, and the added text is likely a placeholder indicating the presence of redacted information."
EFTA00246264,9,OTHER,LOW,JUSTIFIED_PII,5,1,1,"The removed text appears to be a Social Security number (EFTA00246264) and other personal identifiable information, which is likely redacted for privacy protection."
EFTA00246304,9,OTHER,LOW,JUSTIFIED_PII,0,5,1,"The removal appears to be a formatting or OCR artifact, with added whitespace and characters that do not form coherent text."
EFTA00246305,9,OTHER,LOW,JUSTIFIED_PII,14,3,1,"The removed text appears to be a mix of formatting and OCR noise, while the added text is likely a result of document re-scanning or re-OCR processing."
EFTA00246315,9,OTHER,LOW,JUSTIFIED_PII,9,24,1,"The removed text appears to be a mix of formatting characters and OCR noise, likely from the original document's scanning process."
EFTA00246327,9,OTHER,LOW,JUSTIFIED_PII,4,1,1,"The removed text appears to be a single line break and an empty line, which is likely a formatting change rather than a deliberate removal of content."
EFTA00246331,9,OTHER,LOW,JUSTIFIED_PII,6,5,1,"The removed text appears to be a redacted social security number, and the added text is likely a placeholder or filler character."
EFTA00246334,9,OTHER,LOW,JUSTIFIED_PII,10,3,1,"The removed text appears to be redacted social security numbers and dates of birth, which is a routine PII removal."
EFTA00246337,9,OTHER,LOW,JUSTIFIED_PII,6,7,1,"The removed text appears to be formatting and minor punctuation changes, likely intended to standardize the document's appearance."
EFTA00246532,9,OTHER,LOW,JUSTIFIED_PII,1,5,1,"The removal of a single character ('I') and the addition of multiple spaces appears to be an OCR artifact or formatting correction, rather than a deliberate attempt to alter content."
EFTA00246536,9,OTHER,LOW,JUSTIFIED_PII,4,1,1,"The removed text appears to be a series of random characters and symbols, likely an OCR artifact or formatting error, rather than deliberate removal of sensitive information."
EFTA00246600,9,OTHER,LOW,JUSTIFIED_PII,3,5,1,"The removed text appears to be formatting and punctuation, likely redacted to protect sensitive information such as Social Security numbers or dates of birth."
EFTA00246750,9,OTHER,LOW,JUSTIFIED_PII,5,0,1,"The removed text appears to be non-essential formatting and punctuation, likely redacted to protect minor's information or other sensitive data."
EFTA00246753,9,OTHER,LOW,JUSTIFIED_PII,4,2,1,"The removed text appears to be a redacted name or initials, likely protecting individual privacy."
EFTA00246758,9,OTHER,LOW,JUSTIFIED_PII,6,7,1,"The removed text appears to be redacted social security numbers and dates of birth, which is a routine PII removal."
EFTA00246774,9,OTHER,LOW,JUSTIFIED_PII,5,0,1,"The removed text appears to be a redacted social security number, likely protecting individual privacy."
EFTA00246820,9,OTHER,LOW,JUSTIFIED_PII,0,6,1,"The added text appears to be a series of seemingly unrelated words and phrases, possibly indicating an OCR error or formatting anomaly rather than a deliberate addition."
EFTA00246838,9,OTHER,LOW,JUSTIFIED_PII,0,11,1,"The added text appears to be a series of random characters and symbols, likely an OCR artifact or formatting error rather than deliberate content."
EFTA00246853,9,OTHER,LOW,JUSTIFIED_PII,8,7,1,"The removed text appears to be formatting and layout noise, while the added text is likely a minor formatting adjustment or OCR re-rendering error."
EFTA00246860,9,OTHER,LOW,JUSTIFIED_PII,10,2,1,"The removed text appears to be a redacted section containing personal identifiable information (PII), likely Social Security numbers, which is a common justification for removal in documents."
EFTA00246891,9,OTHER,LOW,JUSTIFIED_PII,22,2,1,"The removed text appears to be a redacted section of a document, likely containing personal identifiable information (PII), and the added text is a formatting or page break indicator."
EFTA00246905,9,OTHER,LOW,JUSTIFIED_PII,4,13,1,"The removed text appears to be a redacted or obscured social security number, and the added text is likely a placeholder or filler indicating where the sensitive information was removed."
EFTA00246909,9,OTHER,LOW,JUSTIFIED_PII,2,3,1,"The removed text appears to be a redacted social security number, and the added text is likely an OCR re-rendering attempt to fill in the blank space."
EFTA00246913,9,OTHER,LOW,JUSTIFIED_PII,0,6,1,"The added text appears to be random characters and formatting, likely an OCR artifact or a printing error."
EFTA00246926,9,OTHER,LOW,JUSTIFIED_PII,6,1,1,"The removed text appears to be a redacted social security number, and the added text is a signature or initials, suggesting a justified removal of PII."
EFTA00246929,9,OTHER,LOW,JUSTIFIED_PII,3,4,1,"The removed text appears to be a redacted social security number and possibly other PII, which is a routine modification for privacy protection."
EFTA00246945,9,OTHER,LOW,JUSTIFIED_PII,18,2,1,"The removed text appears to be Social Security numbers and dates of birth, which is a routine PII redaction."
EFTA00246973,9,OTHER,LOW,JUSTIFIED_PII,0,17,1,"The added text appears to be a redacted version of a credit report, with sensitive information obscured by placeholder characters."
EFTA00246985,9,OTHER,LOW,JUSTIFIED_PII,7,9,1,"The removed text appears to be a redacted Social Security number, and the added text is likely a replacement with 'I9' indicating an IRS Form W-4, suggesting a justified PII removal."
EFTA00246989,9,OTHER,LOW,JUSTIFIED_PII,14,1,1,"The removed text appears to be a mix of formatting characters and possibly redacted PII, while the added text is a single word 'fl', suggesting minor formatting or OCR correction."
EFTA00246993,9,OTHER,LOW,JUSTIFIED_PII,6,3,1,"The removed text appears to be a Social Security number (SAMML_) and other personally identifiable information, which is likely redacted for privacy protection."
EFTA00246999,9,OTHER,LOW,JUSTIFIED_PII,0,19,1,"The added text appears to be a series of blank lines, ellipses, and whitespace characters, which is likely an OCR artifact or formatting change rather than deliberate content addition."
EFTA00251181,9,OTHER,LOW,JUSTIFIED_PII,27,29,1,"The removed text appears to be image file names and metadata, which is likely a routine modification for privacy purposes."
EFTA00276900,9,OTHER,LOW,JUSTIFIED_PII,15,118,1,"The removed text appears to be a mix of formatting characters, whitespace, and possibly some minor OCR artifacts, suggesting it was likely added during the document's creation or processing rather than being intentionally altered."
EFTA00305095,9,OTHER,LOW,JUSTIFIED_PII,10,3,1,"The removed text appears to be a personal phone number and meeting notes, which are likely PII that was redacted for privacy protection."
EFTA00315075,9,OTHER,LOW,JUSTIFIED_PII,6,4,1,"The removed text appears to be formatting and minor personal data redactions, likely protecting individual's privacy."
EFTA00317801,9,OTHER,LOW,JUSTIFIED_PII,5,10,1,"The removed text appears to be personal scheduling information, likely redacted for privacy reasons."
EFTA00319415,9,OTHER,LOW,JUSTIFIED_PII,4,4,1,"The removed text appears to be minor formatting and typographical errors, suggesting a correction or cleaning of the document rather than an intentional alteration."
EFTA00325144,9,OTHER,LOW,JUSTIFIED_PII,4,4,1,"The removed text appears to be personal, informal messages between individuals, which can be considered private and not relevant to the investigative content."
EFTA00325270,9,OTHER,LOW,JUSTIFIED_PII,8,11,1,"The removed text appears to be a personal email exchange with sensitive information redacted, likely protecting the privacy of individuals involved."
EFTA00325351,9,OTHER,LOW,JUSTIFIED_PII,6,6,1,"The removed text appears to be a personal email address and phone number, which is likely PII redaction."
EFTA00325419,9,OTHER,LOW,JUSTIFIED_PII,4,4,1,"The removed text appears to be a personal email exchange, likely containing PII (email address), and the added text is identical, suggesting an attempt to anonymize or remove identifiable information."
EFTA00325466,9,OTHER,LOW,JUSTIFIED_PII,3,4,1,"The removed text appears to be a minor modification of an email, removing Dana Morgan's phone number and adding a signature block with Lesley's name, which is likely a routine administrative change."
EFTA00327283,9,OTHER,LOW,JUSTIFIED_PII,5,5,1,"The removed text appears to be a minor correction to an email, likely removing a typo or incorrect information, and does not contain sensitive or investigative content."
EFTA00329733,9,OTHER,LOW,JUSTIFIED_PII,4,4,1,"The removed text appears to be a personal email exchange between individuals, and the added text is likely an automated correction or reformatting of the original message."
EFTA00330211,9,OTHER,LOW,JUSTIFIED_PII,5,3,1,"The removed text appears to be email addresses, which is a common reason for redaction to protect personal information."
EFTA00330212,9,OTHER,LOW,JUSTIFIED_PII,4,2,1,"The removal of email addresses appears to be a routine privacy protection measure, likely removing personal contact information from the document."
EFTA00342903,9,OTHER,LOW,JUSTIFIED_PII,5,5,1,"The removed text appears to be a personal email address and phone number, which is likely PII removal for privacy protection."
EFTA00350049,9,OTHER,LOW,JUSTIFIED_PII,16,15,1,"The removed text appears to be redundant and a forwarded message with no sensitive information, making the removal justified as it simplifies the document."
EFTA00350953,9,OTHER,LOW,JUSTIFIED_PII,15,14,1,"The removed text appears to be minor corrections and formatting changes, likely made for clarity or consistency, rather than an attempt to obscure investigative connections."
EFTA00363333,9,OTHER,LOW,JUSTIFIED_PII,5,8,1,"The removed text appears to be a header or metadata from an email, likely containing PII (email address), which was redacted for privacy reasons."
EFTA00364032,9,OTHER,LOW,JUSTIFIED_PII,2,3,1,"The removed text appears to be personal communication between individuals, likely protected by privacy laws."
EFTA00364160,9,OTHER,LOW,JUSTIFIED_PII,4,4,1,"The removed text appears to be a phone number, which is a common example of PII removal."
EFTA00364628,9,OTHER,LOW,JUSTIFIED_PII,2,3,1,"The removed text appears to be a minor correction of 'ranch' to 'ranc', likely an OCR error or typo, and the added text is identical to the original, indicating no intentional alteration."
EFTA00366686,9,OTHER,LOW,JUSTIFIED_PII,3,4,1,"The removal appears to be a minor correction of a typo ('fog.' instead of 'for'), which does not affect the document's content or investigative significance."
EFTA00371989,9,OTHER,LOW,JUSTIFIED_PII,11,11,1,"The removed text appears to be personal email headers and footer information, likely redacted for privacy reasons."
EFTA00372754,9,OTHER,LOW,JUSTIFIED_PII,6,8,1,"The removed text appears to be a personal email notification, and the changes made are likely due to PII redaction (removal of recipient's name and email address)."
EFTA00372986,9,OTHER,LOW,JUSTIFIED_PII,2,3,1,"The removal and addition of text appears to be a minor formatting correction, likely intended to standardize the document's appearance."
EFTA00375937,9,OTHER,LOW,JUSTIFIED_PII,6,9,1,"The removed text appears to be a personal invitation or notification, likely containing PII (names), which was redacted for privacy reasons."
